"Geneid","SRR1177960.","SRR1177967.","SRR1177968.","SRR1177971.","SRR1177984.","SRR1177985.","SRR1177986.","SRR1178023.","SRR1178049."
"NM_053635",53,40,22,52,373,210,313,40,58
"NM_001034942",459,694,674,665,255,285,329,463,586
"NM_001108133",809,819,664,803,745,667,743,693,1007
"NM_001309301",0,0,0,0,0,0,0,0,0
"NM_001309299",0,0,0,0,0,0,0,0,0
"NM_001309298",0,0,0,0,0,0,0,0,0
"NM_001309297",0,0,0,0,0,0,0,0,0
"NM_017023",0,0,0,0,0,0,0,0,0
"NM_153302",205,244,202,298,248,222,266,222,202
"NM_001025284",220,229,279,260,202,153,175,246,214
"NM_001025283",193,227,259,275,246,210,198,204,184
"NM_031630",2,6,8,10,20,4,4,6,14
"NM_001108134",383,467,371,291,214,243,258,349,678
"NM_001270389",0,0,0,0,0,0,0,0,0
"NM_001267781",0,0,0,0,0,2,0,0,2
"NM_001256529",2,2,0,4,2,0,2,0,1
"NM_001108757",2,0,0,0,0,0,0,0,0
"NM_001108758",0,0,0,0,0,0,2,0,0
"NM_001267780",0,0,0,0,0,0,0,0,0
"NM_001265586",0,0,0,0,0,0,0,0,0
"NM_001270387",0,0,0,0,0,0,0,0,0
"NM_001260483",0,0,0,0,0,0,0,0,0
"NM_001257094",0,0,0,0,0,0,0,0,0
"NM_001260484",0,0,0,0,0,0,0,0,0
"NM_001257095",1916,130,1208,5524,16,93,14,2216,1280
"NM_001256149",0,0,6,1,0,0,0,2,0
"NM_001256150",3,0,4,7,0,3,0,5,2
"NM_001034950",29215,20643,24452,52778,28534,44421,26767,35790,31158
"NM_138537",0,0,2,2,0,0,1,0,0
"NM_021747",0,2,0,2,0,0,0,0,2
"NM_080400",148,328,372,550,284,243,269,151,217
"NM_031066",14,8,8,20,25,15,6,12,10
"NM_001025660",6825,3819,5362,5582,3632,3949,3932,6646,6215
"NM_001191994",49,37,26,58,129,109,100,47,34
"NM_001008325",338,126,343,365,228,293,260,288,259
"NM_181375",0,0,0,0,0,0,0,0,0
"NM_001108135",0,0,0,0,0,2,2,0,4
"NM_001106812",2,0,3,2,7,4,1,0,4
"NM_001004245",431,347,286,374,581,582,515,320,360
"NM_199398",0,0,0,0,0,0,0,0,0
"NM_001108759",826,455,579,781,858,913,1083,677,520
"NM_053482",73,143,258,228,113,108,141,59,77
"NM_001009344",254,231,180,234,249,237,272,292,337
"NM_001001081",0,0,0,0,0,0,0,0,0
"NM_001000435",0,0,0,0,0,0,2,0,0
"NM_001000820",0,0,0,0,0,0,0,0,0
"NM_001001120",0,0,0,0,0,0,0,0,0
"NM_001000436",0,0,0,0,0,0,0,0,0
"NM_001000819",0,0,0,0,0,0,0,0,0
"NM_001000966",0,0,0,0,0,0,0,0,0
"NM_001000818",0,0,0,0,0,0,0,0,0
"NM_001000817",0,0,0,0,0,0,0,0,0
"NM_001001082",0,0,0,0,0,0,0,0,0
"NM_001000437",0,0,0,0,0,0,0,0,0
"NM_001000816",0,0,0,0,0,0,0,0,0
"NM_001000815",0,0,0,0,0,0,2,0,0
"NM_001000438",0,0,0,0,0,0,0,0,0
"NM_001000439",0,0,0,0,0,0,0,0,0
"NM_001000965",0,0,0,0,0,0,0,0,0
"NM_001000814",0,0,0,0,0,0,0,0,0
"NM_001000488",0,0,0,0,0,0,0,0,0
"NM_001000440",0,0,0,0,0,0,0,0,0
"NM_001000442",0,0,0,0,0,0,0,0,0
"NM_001000443",0,0,0,0,0,0,0,0,0
"NM_001000964",0,0,0,0,0,0,0,0,0
"NM_001000444",0,0,0,0,0,0,0,0,0
"NM_001000595",0,0,0,0,0,0,0,0,0
"NM_001001083",0,0,0,0,0,0,0,0,0
"NM_001000441",0,0,0,0,0,0,0,0,0
"NM_001000446",0,0,0,0,0,0,0,0,0
"NM_001000963",0,0,0,0,0,0,0,0,0
"NM_001001013",0,0,0,0,0,0,0,0,0
"NM_001000811",0,0,0,0,0,0,0,0,0
"NM_001000448",0,0,0,0,0,0,0,0,0
"NM_001000449",0,0,0,0,0,0,0,0,0
"NM_001109061",417,388,331,318,316,298,305,445,416
"NM_001001084",0,0,0,0,0,0,0,0,0
"NM_001000813",0,0,0,0,0,0,0,0,0
"NM_001000812",0,0,0,0,0,0,0,0,0
"NM_001000447",0,0,0,0,0,0,0,0,0
"NM_001000445",0,0,0,0,0,0,0,0,0
"NM_001000808",0,0,0,0,0,0,0,0,0
"NM_001000807",0,0,0,0,0,0,0,0,0
"NM_001001020",0,0,0,0,0,0,0,0,0
"NM_001000810",0,0,0,0,0,0,0,0,0
"NM_001000809",0,0,0,0,0,0,0,0,0
"NM_001000806",0,0,0,0,0,0,0,0,0
"NM_001000453",0,0,0,0,0,0,0,0,0
"NM_001000452",0,0,0,0,0,0,0,0,0
"NM_001000451",0,0,0,0,0,0,0,2,0
"NM_001000450",0,0,0,0,0,0,0,0,0
"NM_198755",1385,1276,878,1566,2407,2239,2039,1134,1116
"NM_001000454",0,0,0,0,0,0,0,0,0
"NM_001000805",0,0,0,0,0,0,0,0,0
"NM_001001085",0,0,0,0,0,0,0,0,0
"NM_001001086",0,0,0,0,0,0,0,0,0
"NM_001000596",0,0,0,0,0,0,0,0,0
"NM_001000455",2,0,0,0,0,0,0,0,0
"NM_001000962",0,0,0,0,0,0,0,0,0
"NM_001000804",0,0,0,0,0,0,0,0,0
"NM_001000457",0,0,0,0,0,0,0,0,0
"NM_001000456",0,0,0,0,0,0,0,0,0
"NM_001000802",0,0,0,0,0,0,0,0,0
"NM_001000803",0,0,0,0,0,0,0,0,0
"NM_173129",0,0,0,0,0,0,0,0,0
"NM_173300",0,0,0,0,0,0,0,0,0
"NM_001000458",0,0,0,0,0,0,0,0,0
"NM_001000801",0,0,0,0,0,0,0,0,0
"NM_001000800",0,0,0,0,0,0,0,0,0
"NM_001000961",0,0,0,0,0,0,0,0,0
"NM_001000518",0,0,0,0,0,0,0,0,0
"NM_001000517",0,0,0,0,0,0,0,0,0
"NM_001000799",0,0,0,0,0,0,0,0,0
"NM_001000798",0,0,0,0,0,0,0,0,0
"NM_001000459",0,0,0,0,0,0,0,0,0
"NM_001000960",0,0,0,0,0,0,0,0,0
"NM_001000797",0,0,0,0,0,0,0,0,0
"NM_001000597",0,0,0,0,0,0,0,0,0
"NM_001000460",0,0,0,0,0,0,0,0,0
"NM_001000461",0,0,0,0,0,0,0,0,0
"NM_001000462",0,0,0,0,0,0,0,0,0
"NM_001000463",0,0,0,0,0,0,0,0,0
"NM_001000796",0,0,0,0,0,0,0,0,0
"NM_001000464",0,0,0,0,0,0,0,0,0
"NM_001000959",0,0,0,0,0,0,0,0,0
"NM_001000519",0,0,0,0,0,0,0,0,0
"NM_001000465",0,0,0,0,0,0,0,0,0
"NM_001000795",0,0,0,0,0,0,0,0,0
"NM_001000466",0,0,0,0,0,0,0,0,0
"NM_001000794",0,0,0,0,0,0,0,0,0
"NM_001000468",0,0,0,0,0,0,0,0,0
"NM_001000467",0,0,0,0,0,0,0,0,0
"NM_001000469",0,0,0,0,0,0,0,0,0
"NM_001000793",0,0,0,0,0,0,0,0,0
"NM_001001087",0,0,0,0,0,0,0,0,0
"NM_001000470",0,0,0,0,0,0,0,0,0
"NM_001000471",0,0,0,0,0,0,0,0,0
"NM_001000792",0,0,0,0,0,0,0,0,0
"NM_001000472",0,0,0,0,0,0,0,0,0
"NM_001000473",0,0,0,0,0,0,0,0,0
"NM_001000474",0,0,0,0,2,0,0,0,0
"NM_001000475",0,0,0,0,0,0,0,0,0
"NM_001000599",0,0,0,0,0,0,0,0,0
"NM_001000478",0,0,0,0,0,0,0,0,0
"NM_001000791",0,0,0,0,0,0,0,0,0
"NM_001000476",0,0,0,0,0,0,0,0,0
"NM_001000790",0,0,0,0,0,0,0,0,0
"NM_001000477",0,0,0,0,0,0,0,0,0
"NM_001000479",0,0,0,0,0,0,0,0,0
"NM_001000480",0,0,0,0,0,0,0,0,0
"NM_001024359",0,0,0,0,0,0,0,0,0
"NM_001000789",0,0,0,0,0,0,0,0,0
"NM_001000481",0,0,0,0,0,0,0,0,0
"NM_001109290",332,423,503,334,277,219,289,334,268
"NM_001000482",0,0,0,0,0,0,0,0,0
"NM_173154",31,25,13,44,90,36,43,21,27
"NM_001191995",0,0,0,0,0,0,0,0,0
"NM_024351",201,448,274,244,351,268,168,350,689
"NM_001106813",2,7,2,10,12,12,23,0,2
"NR_031801",0,0,0,0,0,0,0,0,0
"NR_031858",0,0,0,0,0,0,0,2,0
"NR_037385",0,0,0,0,0,0,0,0,0
"NR_031869",0,0,0,0,0,0,0,0,0
"NR_037614",0,0,2,8,10,2,0,2,2
"NM_053642",4067,8890,4003,9785,2273,2832,3326,3197,4617
"NM_001014089",670,199,208,242,461,460,431,599,648
"NM_001108136",5,4,2,4,9,14,15,0,0
"NM_001014090",1715,1383,763,2744,2493,2678,2235,1367,1734
"NM_001106815",0,0,0,2,2,0,2,0,0
"NM_012673",7,4,3,19,237,70,85,5,6
"NM_023983",6,13,6,11,15,15,22,5,12
"NM_001113748",714,370,385,567,629,577,721,804,851
"NM_001012123",40,17,22,44,146,86,94,31,32
"NM_001108137",0,2,0,6,5,2,4,6,0
"NM_001034009",0,0,0,0,0,0,0,0,0
"NM_001013953",0,4,0,0,0,0,0,0,0
"NM_001109291",216,166,148,176,496,350,488,224,302
"NM_001191996",8,6,15,30,9,4,6,6,4
"NM_001106816",8,10,16,26,18,6,19,2,4
"NM_001025010",521,288,441,511,351,374,367,428,487
"NM_199388",906,699,606,991,1202,1133,1066,795,827
"NM_001011996",929,456,489,899,866,706,852,759,1091
"NM_138867",15,15,5,16,24,23,31,32,37
"NM_031589",7304,1580,1540,3504,3145,3825,3758,5764,6812
"NM_001108138",856,722,839,884,700,711,732,776,772
"NM_001109523",0,0,0,0,0,0,0,0,0
"NM_001034028",3,0,0,1,0,0,0,0,0
"NM_001005528",1300,1064,1110,922,996,920,909,1153,1353
"NM_001003708",240,249,322,255,194,203,160,206,169
"NM_053303",25,22,41,27,21,30,24,8,14
"NM_001106817",843,609,894,934,659,543,719,787,807
"NM_001136141",0,0,0,0,0,0,0,0,0
"NM_001191578",203,192,158,219,352,257,277,223,193
"NM_001024760",380,302,441,489,278,209,276,396,427
"NM_001109528",28,30,60,105,36,29,40,17,31
"NM_001005546",815,829,865,1469,921,1071,1157,644,645
"NM_001077646",4,14,6,12,85,50,59,12,6
"NM_001108140",12,8,11,13,152,96,143,12,3
"NM_212516",3123,3558,4493,4362,2506,2626,2461,2338,2749
"NM_207610",4725,3471,4574,4194,3191,3228,3348,4302,5170
"NM_013169",6,6,2,2,45,32,42,6,2
"NM_012877",0,0,0,2,0,0,0,0,0
"NM_001106818",109,45,46,89,131,136,85,101,210
"NM_001108760",65,74,63,60,50,59,61,90,96
"NM_001108998",0,2,0,2,8,2,2,0,0
"NM_057193",36,73,37,65,424,307,384,18,60
"NM_001127528",0,0,0,0,0,0,0,0,0
"NM_017349",0,0,0,0,2,5,11,0,0
"NM_145717",6,7,2,4,29,42,36,6,4
"NM_019204",466,302,361,504,246,184,252,490,531
"NM_022387",992,1017,724,759,833,813,769,1103,1150
"NM_031549",375,272,123,852,3592,1962,3171,220,169
"NM_001108142",10209,5000,4836,4664,6005,5710,5693,9219,9854
"NM_001277264",0,0,0,0,6,2,1,0,2
"NM_001137646",1387,2126,1552,1458,1467,1084,1051,1587,1934
"NM_012737",544,12,6,22,976,1448,1076,444,330
"NM_001025277",243,258,209,223,259,231,266,272,258
"NM_080576",118,90,51,61,146,157,95,134,178
"NM_001037364",0,0,0,0,0,0,0,0,0
"NM_001008326",1370,1036,926,1061,895,750,717,1369,1283
"NM_001134635",21,4,10,10,24,22,31,14,32
"NM_001106819",451,503,462,827,1263,1526,1113,504,644
"NM_001109293",220,208,371,231,148,127,113,239,238
"NM_022189",0,0,0,0,0,0,0,0,0
"NM_001024801",178,205,202,276,357,248,294,243,296
"NM_153311",2,6,8,17,6,0,12,2,6
"NM_001004246",32,91,55,52,27,31,18,37,52
"NM_001014209",4,32,8,14,66,8,12,6,0
"NM_001127503",574,566,453,498,651,563,612,642,701
"NM_022541",523,762,897,648,469,543,540,454,587
"NM_017220",174,283,467,354,145,151,169,135,152
"NM_001191793",25,51,49,34,62,37,57,30,20
"NM_001191106",25,14,17,16,36,30,32,24,32
"NM_019165",57,92,56,90,407,260,295,44,75
"NM_001127712",576,311,501,1062,454,643,532,374,360
"NM_198788",4214,3713,4804,4757,2556,2834,2733,3354,4069
"NM_012935",281,46,28,66,386,219,361,468,363
"NM_001109559",421,483,436,430,254,300,257,473,563
"NM_001108145",81,76,82,113,86,76,127,93,106
"NM_001037654",779,1505,679,1362,501,632,610,670,813
"NM_001134636",8,10,8,16,6,6,8,6,8
"NM_130431",23,7,5,15,47,9,19,17,12
"NM_001025418",542,892,836,370,562,444,623,552,727
"NR_031849",0,0,0,0,0,0,0,0,0
"NR_031848",0,0,0,0,0,0,0,0,0
"NM_001013176",0,0,0,0,0,0,0,0,0
"NM_001109599",25,8,2,12,18,18,20,11,30
"NM_213629",8,12,0,2,4,2,4,4,0
"NM_017126",1570,2498,2670,2079,846,1092,940,1360,1564
"NR_106701",0,0,0,0,0,0,0,0,0
"NM_001108146",104,179,141,141,54,97,117,80,136
"NM_001025123",678,1033,832,961,845,623,909,864,594
"NM_001106821",383,297,354,438,385,405,552,422,627
"NM_022683",345,359,315,374,246,347,299,277,460
"NM_017075",3912,30613,50185,34685,4815,4755,3664,4611,3808
"NM_001106822",21,39,20,24,32,27,52,24,30
"NM_001108148",2,0,2,0,16,15,11,2,5
"NM_001013247",0,0,0,0,0,0,0,0,0
"NM_001015010",32,12,220,44,110,120,54,18,10
"NM_053638",1025,843,1213,888,975,906,896,1069,1212
"NM_001025411",162,450,168,148,341,210,245,243,286
"NM_001105716",0,2,0,0,0,0,0,0,0
"NM_001106823",535,62,318,337,125,120,88,270,360
"NM_052805",0,0,0,0,0,0,0,0,0
"NM_017281",2136,3839,3202,3437,2022,2034,2007,1945,2026
"NM_017078",8,2,12,10,2,6,6,12,4
"NM_001037770",818,862,1023,831,826,734,734,733,804
"NM_001191109",7,16,136,31,48,42,38,6,3
"NM_020471",0,0,0,0,0,0,0,0,0
"NM_001009668",7355,8204,12057,11250,5154,5463,4649,5785,6845
"NM_017132",236,301,166,233,544,288,518,264,246
"NM_001106824",56,106,35,54,611,394,431,46,36
"NM_001005547",212,146,212,246,473,362,378,148,254
"NM_001100722",6,0,6,4,12,2,6,0,0
"NM_001127488",769,415,635,669,450,448,473,594,857
"NM_001108151",0,0,0,0,0,2,0,2,0
"NM_001108152",506,428,467,396,314,360,282,509,645
"NM_031022",116,4,10,32,45,17,39,72,103
"NM_001004270",135,147,213,218,99,116,117,135,177
"NM_139256",1415,1196,1472,1578,1220,1249,1160,1531,1634
"NM_001025754",225,99,177,168,103,120,116,178,228
"NM_001108762",409,365,429,395,503,462,385,355,423
"NM_001108761",862,860,913,927,855,622,871,846,932
"NM_001025011",649,1294,1004,511,456,446,524,534,1137
"NM_001108763",225,139,273,284,123,135,133,211,199
"NM_001108764",69,67,81,65,39,41,50,74,70
"NM_001012124",20,18,20,16,34,16,24,8,52
"NM_145783",1574,2329,2661,2330,1589,1528,1543,1364,2025
"NM_001004081",78,85,52,98,88,71,96,84,163
"NM_001030039",1280,1160,1754,1453,1363,1064,1217,1072,1102
"NM_001271135",164,175,219,188,140,108,134,104,141
"NM_001109295",0,0,0,0,0,0,0,0,0
"NM_012541",4330,1976,544,2148,2551,3611,3475,2142,6243
"NM_012540",87,222,20,32,120,112,176,24,28
"NM_001012465",0,0,4,0,0,0,1,0,0
"NM_134340",675,803,792,875,758,609,668,729,918
"NM_001004247",655,577,616,654,642,583,540,588,577
"NM_017286",0,0,0,0,0,0,2,0,0
"NM_001029924",4,0,0,2,17,4,5,0,0
"NM_001305238",68,112,110,111,107,108,86,52,44
"NM_001012125",30,14,18,116,699,333,506,34,22
"NM_001014210",0,0,0,0,0,0,0,0,0
"NM_182824",439,413,385,511,881,746,725,537,368
"NM_001113791",14,66,47,67,26,24,26,22,30
"NM_001100723",796,998,953,790,725,616,650,1013,1286
"NM_001013108",2203,2270,2034,2410,1591,1496,1482,2079,2443
"NM_001109636",8,2,2,4,15,7,10,3,2
"NM_001106827",0,0,0,0,0,0,0,0,0
"NM_001004443",3673,2156,2684,2857,2837,2890,2933,2805,3462
"NM_053297",26,78,29,63,521,294,350,24,27
"NM_001106828",213,220,161,207,285,152,236,205,215
"NM_001108154",0,0,0,4,0,0,0,0,0
"NR_144437",0,0,0,2,2,0,2,0,2
"NM_053400",180,884,539,827,635,592,534,140,116
"NM_001007604",2918,2549,2659,2336,1946,2098,1924,3270,3556
"NM_001014092",6,2,8,12,26,14,10,6,0
"NM_001077682",0,0,2,0,2,0,0,0,0
"NM_012903",1991,2043,1533,2477,1605,1722,1722,1715,1804
"NM_001108157",830,507,342,419,349,372,494,905,1551
"NM_001127575",34,16,18,34,44,45,50,22,58
"NM_001191794",298,132,279,198,425,299,392,285,285
"NM_001108766",103,72,126,93,62,98,63,83,113
"NM_134398",184,278,254,272,194,133,226,192,258
"NM_001109643",278,333,344,299,175,209,193,298,310
"NM_022510",17594,17869,17857,14907,12049,12109,11735,20902,23701
"NM_001108158",6,18,13,17,24,23,36,8,10
"NM_001025287",95,116,111,107,119,119,133,123,111
"NM_001008380",672,682,768,830,546,673,654,636,616
"NM_001108159",2459,1211,1349,1635,1942,1794,2041,2240,2461
"NM_001106831",2420,2180,1286,1756,1359,1393,1330,2421,2886
"NM_001007663",319,416,239,372,326,267,276,309,351
"NM_001108161",2,4,8,77,100,18,22,12,4
"NM_001007803",5349,8275,9165,8998,2389,3793,3005,5515,5593
"NM_001108162",8,5,18,21,18,2,10,8,6
"NM_001009697",351,217,363,391,197,220,221,247,253
"NM_001044253",0,0,0,0,0,1,2,2,0
"NM_001301297",0,0,0,0,0,0,0,0,0
"NM_001173426",224,209,246,253,170,92,115,240,258
"NM_001109899",0,0,0,0,0,0,0,0,0
"NM_201418",8,13,8,25,135,91,123,10,7
"NM_001106832",1,2,6,0,15,2,30,2,4
"NM_022536",6105,4495,4329,5341,5024,5153,5133,5612,5849
"NM_001008327",907,769,795,837,672,745,735,796,876
"NM_001013109",288,319,330,333,193,208,209,257,254
"NM_001108769",85,122,64,60,99,57,45,73,98
"NM_001025424",719,813,833,977,468,555,563,683,783
"NM_001047090",170,77,82,162,191,173,188,175,152
"NM_001106833",2061,2050,2146,2850,2647,2568,2441,1695,1801
"NM_001034072",0,0,0,0,0,0,0,0,0
"NM_001301342",0,0,0,0,0,0,0,0,0
"NM_001034069",0,0,0,0,0,0,0,0,0
"NM_001301736",0,0,0,0,0,0,0,0,0
"NM_001301336",0,0,0,0,0,0,0,0,0
"NM_001034075",0,0,0,0,0,0,0,0,0
"NM_001034074",0,0,0,0,0,0,0,0,0
"NM_001034070",0,0,0,0,0,0,0,0,0
"NM_001034073",0,0,0,0,0,0,0,0,0
"NM_001034068",0,0,0,0,0,0,0,0,0
"NM_019131",0,0,0,0,0,0,0,0,0
"NM_001034071",0,0,0,0,0,0,0,0,0
"NR_031906",0,0,0,0,0,0,0,0,0
"NR_131088",0,0,0,0,0,0,0,0,0
"NM_001191108",197,161,166,250,149,114,152,192,203
"NM_001013248",0,0,0,0,0,0,0,0,0
"NM_001106835",429,359,323,430,646,519,605,521,527
"NM_173312",51,30,34,37,159,49,90,25,14
"NM_001009470",9,7,2,20,58,55,70,8,2
"NM_183402",1351,2047,1948,1541,1563,1423,1477,1823,2002
"NM_001007752",4,6,2,10,26,29,26,4,2
"NR_131119",0,0,0,0,0,0,0,0,0
"NM_001198796",39,72,49,66,44,40,22,36,26
"NM_001007010",3,11,8,2,4,0,2,4,4
"NR_032749",0,0,2,0,0,0,0,0,0
"NM_001108166",77,23,24,36,38,40,29,75,41
"NM_001308432",167,97,112,95,72,69,65,126,139
"NM_001106837",0,0,0,2,4,0,0,0,4
"NM_001014212",815,967,950,592,546,511,576,886,1069
"NM_022671",1864,585,784,310,399,951,510,1373,2943
"NM_001106838",1769,936,508,1414,659,689,905,1425,1836
"NM_031660",106,78,79,65,109,84,71,152,163
"NM_031770",123,45,40,30,47,34,39,114,133
"NM_053733",2,0,0,0,0,0,0,0,0
"NM_001005548",591,541,392,548,437,376,420,491,690
"NM_001106839",252,507,359,252,317,362,358,350,268
"NM_031613",2,0,0,2,2,2,6,2,0
"NM_001005549",0,0,0,2,0,0,2,0,0
"NM_001108170",0,2,2,0,14,0,12,2,0
"NM_012815",6619,3806,2263,3211,4558,3854,4543,6508,5716
"NM_134382",4554,5542,2959,6667,2511,3286,2283,2025,1989
"NM_017186",0,0,0,0,0,0,0,0,0
"NM_001011998",2405,1396,1837,2279,1374,1434,1251,2731,2876
"NM_001010921",33607,1744,1581,3495,4920,5297,6549,25256,8665
"NM_001106840",3348,1450,1714,1856,1088,1192,1195,2610,1410
"NM_017013",38217,7602,6710,17473,11898,9018,13309,22725,10034
"NM_001106841",129,166,176,176,94,118,96,136,138
"NM_175838",19723,22937,26505,25567,16447,15729,15647,26627,29631
"NM_001009713",880,489,486,447,464,421,476,803,930
"NM_001047919",0,4,0,2,0,0,0,2,4
"NM_022503",88,111,154,116,60,77,73,77,109
"NM_145682",34,10,20,19,44,46,44,32,38
"NM_001177825",12,10,9,11,8,3,12,2,20
"NM_001004248",3559,2325,2617,3257,2149,2438,2467,2892,3959
"NM_001106842",1739,2066,1733,1980,1405,1533,1472,1633,2079
"NM_022225",2,0,0,0,0,0,2,0,2
"NM_001277283",28,20,30,24,47,40,30,48,104
"NM_001201355",0,0,0,0,0,0,0,0,0
"NM_001201354",0,0,0,0,0,0,0,0,0
"NM_001201353",0,0,0,0,0,0,0,0,0
"NM_001007020",2,8,2,6,9,6,8,17,6
"NM_001137647",72,161,184,145,99,63,64,79,115
"NM_001108172",42,8,12,43,197,168,230,18,26
"NM_001106844",296,513,333,960,455,422,436,274,331
"NM_031807",63,96,72,60,178,66,108,39,36
"NM_001108772",225,199,145,344,210,279,273,175,271
"NM_001108773",7,2,2,8,5,2,4,9,4
"NM_133427",789,647,793,883,812,745,756,653,697
"NM_001277060",101,65,141,202,126,126,126,107,135
"NM_001108173",0,0,0,0,0,0,0,0,0
"NM_001108174",282,418,453,617,472,502,333,316,471
"NM_021576",1673,1500,1250,2664,2919,2549,2513,1376,1450
"NM_001047916",522,866,599,609,589,558,521,635,815
"NM_001142944",12,45,16,15,8,17,3,28,34
"NM_133416",71,248,92,120,556,420,400,82,60
"NM_001009349",1978,1343,1730,1803,1029,930,1187,1520,1581
"NM_001106845",0,0,0,0,0,0,0,0,0
"NM_001004249",753,346,582,465,694,589,747,804,461
"NR_031902",0,0,0,0,0,0,0,0,0
"NM_001105753",0,0,0,0,0,0,0,0,0
"NM_012939",5916,4070,3517,6014,8511,6657,6358,5432,6680
"NM_001047101",149,90,164,567,309,366,221,177,185
"NM_022677",0,0,0,0,0,0,0,0,0
"NM_057194",111,150,61,98,352,274,225,164,166
"NM_001191999",0,0,0,0,0,0,0,0,1
"NM_001012000",195,44,100,143,150,133,192,190,147
"NM_175869",0,1,0,1,5,1,2,0,0
"NM_001142915",0,0,0,0,0,0,0,0,0
"NM_001134472",1850,5212,1602,2171,776,606,558,1592,1281
"NM_001271152",379,2282,2286,1742,1100,1522,1083,663,510
"NM_001108178",469,804,645,801,523,619,354,391,534
"NM_012913",978,960,828,918,1597,1481,1665,1064,1246
"NM_001106847",132,79,149,130,112,101,134,87,134
"NM_001106848",715,625,713,635,444,394,439,673,741
"NM_001012471",313,213,313,389,232,257,320,314,270
"NM_012733",1650,1303,1957,1751,1673,1421,1362,1662,3239
"NM_001017470",83,141,264,133,99,108,85,135,102
"NM_012981",238,141,188,180,367,283,279,270,235
"NM_001173354",473,525,693,602,577,452,533,520,576
"NM_001109437",273,339,309,320,267,263,291,271,359
"NM_001014096",0,0,0,0,0,0,0,0,0
"NM_001014095",38,15,20,20,92,50,73,14,23
"NM_001106850",0,0,0,0,0,0,0,0,0
"NM_001173438",2,0,2,0,16,14,11,0,6
"NM_001012126",6,0,4,0,2,4,4,6,4
"NM_017030",4519,3582,4374,4567,2417,2703,2346,4308,4768
"NM_001012202",199,195,261,288,80,62,68,220,257
"NM_001037772",0,1,0,0,1,2,0,0,2
"NM_001244805",14,21,8,15,8,9,16,8,13
"NM_001173983",518,511,724,676,354,326,345,476,467
"NR_045200",18,26,33,25,20,20,37,28,33
"NM_031717",733,729,1174,826,988,410,947,584,766
"NM_022667",42950,8423,8839,17996,4285,7570,7791,34001,46820
"NM_001013110",573732,312509,241820,443454,837788,851531,929972,406822,440483
"NM_001013252",998,978,1069,1191,1067,1087,1079,1062,1053
"NM_001108775",18,5,0,6,2,2,10,6,4
"NM_001047891",25454,16712,16164,25211,19086,18711,16820,20172,27445
"NM_001014097",597,974,756,697,774,764,669,631,786
"NM_001277434",1,0,0,0,2,0,8,0,0
"NM_001191882",129,96,88,79,103,82,123,88,149
"NM_001009669",753,939,779,880,949,927,1120,754,746
"NM_020072",28,88,57,82,12,24,10,16,29
"NM_001134901",55,35,32,67,12,10,12,53,43
"NM_001106852",872,1114,1231,1147,679,686,708,855,841
"NM_001109516",0,0,0,0,0,0,0,0,0
"NM_001127554",243,103,137,158,134,139,165,238,220
"NR_106702",0,0,0,0,0,0,0,0,0
"NM_131907",1688,1874,1668,1953,1660,1509,1522,1577,2512
"NM_001040156",39,85,41,56,43,44,54,44,87
"NM_001109296",20,9,31,22,70,50,75,30,20
"NM_001100547",292,400,369,276,392,378,483,264,419
"NM_001191883",864,292,473,503,474,463,511,748,976
"NM_017150",2672,3365,3624,3073,3228,3072,3015,4000,4583
"NM_001108778",359,441,326,227,248,255,197,316,478
"NM_001109361",0,0,0,2,0,0,6,2,6
"NM_001145072",0,0,0,0,2,0,0,0,0
"NM_001008328",354,893,501,625,1087,1045,942,319,320
"NM_001009670",161,81,129,152,82,99,82,112,115
"NM_001007664",6813,3468,4933,5523,2510,3017,2873,5780,7839
"NM_001005383",2504,935,1444,963,1150,1262,1156,2007,2303
"NM_001025153",0,0,0,0,2,0,0,0,2
"NM_001109362",0,0,0,0,0,0,0,0,0
"NM_001105711",0,0,0,0,0,0,0,0,0
"NM_001007665",1562,1190,1599,1347,1026,1060,955,1571,1862
"NM_053370",793,905,1461,570,550,654,540,921,1413
"NM_001108183",1208,1376,817,1394,1515,1498,1535,1774,1966
"NM_001106853",156,144,128,143,91,100,119,126,112
"NM_031804",564,432,57,74,379,416,250,610,766
"NM_001012127",415,650,355,282,291,283,325,409,519
"NM_172040",424,374,304,280,577,624,546,338,380
"NM_001079942",100,0,4,12,24,10,16,102,72
"NM_207599",31,32,13,18,54,44,35,30,40
"NM_001109297",796,673,785,747,400,470,462,789,831
"NM_001304776",2234,144,121,194,984,970,872,2085,2576
"NM_001025744",374,319,356,382,272,326,238,306,324
"NM_001037555",0,2,0,6,2,5,4,0,2
"NM_001108779",689,722,640,608,575,639,554,802,1033
"NM_207616",2057,12,11,64,734,904,650,1686,2234
"NM_001047871",700,438,466,316,405,400,420,834,803
"NM_001004284",73,67,88,145,74,53,69,41,93
"NM_001007754",100,365,89,116,196,169,144,112,294
"NM_001007753",296,164,226,236,192,137,174,196,248
"NM_031035",2393,2058,1828,2275,5353,4287,4981,1974,2155
"NM_145776",18072,11635,10326,15426,14175,18500,16224,16423,21929
"NM_001108780",72,141,178,183,189,312,248,59,66
"NM_001108185",75,56,102,110,185,95,152,38,46
"NM_001100548",1190,1191,1187,1436,1230,1014,1174,1105,1385
"NM_024000",0,0,0,0,0,0,0,0,0
"NM_001109004",2,12,2,10,43,14,44,4,1
