"Geneid","SRR1177960.","SRR1177967.","SRR1177968.","SRR1177971.","SRR1177984.","SRR1177985.","SRR1177986.","SRR1178023.","SRR1178049."
"NM_001126284",300,293,334,373,292,281,255,352,361
"NM_001106855",20,11,80,53,161,236,76,44,10
"NM_001024788",0,0,0,0,6,0,0,0,0
"NM_024352",3695,3734,2656,5660,3995,4457,4573,5954,3469
"NM_001108781",511,362,303,605,485,513,573,503,598
"NM_001108187",6,2,6,16,8,10,12,4,8
"NM_178144",62,70,71,43,104,63,80,45,78
"NM_053316",635,636,650,828,703,636,624,532,578
"NM_012500",1774,2818,4828,2321,1352,1252,1310,1672,1708
"NM_001191580",1562,1244,1667,1591,1368,1094,1283,1559,1904
"NM_053697",3266,6988,7300,4734,4077,3419,3660,3536,3094
"NR_037333",0,0,0,0,0,0,1,0,0
"NR_031907",0,0,0,0,0,0,0,0,0
"NR_032277",0,1,4,0,2,1,2,0,4
"NM_001014214",270,389,509,501,304,302,226,267,328
"NM_020080",1,0,1,1,0,0,1,0,0
"NM_001134532",1048,1149,863,1070,971,795,946,1055,1194
"NM_001033971",0,0,0,0,0,0,0,0,0
"NM_001006988",1047,326,466,922,515,423,616,878,710
"NM_199099",2545,2149,2097,1337,1852,1551,1647,2482,3377
"NM_053965",3564,8487,12378,7765,1893,2096,1929,3705,3932
"NM_001012275",1289,1373,1192,1114,1205,1051,1084,1338,1428
"NM_001106857",88,178,123,203,220,167,191,135,104
"NM_021660",1146,993,711,587,802,617,749,962,761
"NM_001106858",18,13,6,18,95,42,58,6,6
"NM_001163477",0,1,1,0,0,4,0,0,0
"NR_032771",0,0,0,0,0,0,0,0,0
"NM_001143817",241,227,204,389,214,185,190,165,218
"NM_133385",0,0,0,0,4,0,0,0,0
"NM_001004250",4241,4713,5912,6057,3727,3655,3518,3142,3793
"NM_001106859",188,136,149,152,152,156,211,191,250
"NM_001126048",143,108,113,99,106,84,115,92,140
"NM_001024989",192,250,198,188,373,300,296,148,190
"NM_001014098",214,218,293,290,100,162,224,183,196
"NM_001006989",605,517,485,457,1124,837,935,420,492
"NM_133571",434,678,1218,337,375,346,436,377,453
"NM_001191884",180,246,239,217,127,170,183,198,172
"NM_001100724",2,2,0,0,2,4,2,0,0
"NM_001106860",2,0,0,3,4,4,6,4,0
"NM_001013249",1061,975,1130,946,853,877,880,1208,1438
"NM_019284",2,0,4,0,2,2,0,0,0
"NM_133652",0,0,0,0,0,0,1,0,0
"NM_001100966",2117,3653,2986,4346,1751,1855,1972,1687,1887
"NM_057204",792,1336,633,727,1010,926,846,745,816
"NM_001106862",5,5,4,6,22,9,14,0,8
"NM_001192000",9,5,14,10,8,12,8,5,7
"NM_139259",12,11,5,15,21,12,42,10,2
"NM_001109298",0,0,0,0,0,0,0,0,0
"NM_020073",435,108,163,211,293,284,202,328,330
"NM_001106863",0,0,0,0,0,0,0,0,0
"NM_012606",0,0,0,2,0,0,0,2,2
"NM_001109299",21,2,5,20,26,10,15,18,10
"NM_001008865",0,0,0,0,2,2,0,0,0
"NM_001008864",0,0,0,0,0,0,0,0,0
"NM_001108190",1405,2126,1891,2783,447,379,631,1217,2212
"NM_001108191",28,90,22,38,62,68,66,18,32
"NM_001106864",0,0,0,0,0,0,0,0,0
"NM_001012001",0,2,0,0,2,10,1,0,0
"NM_001271384",1154,964,994,1230,646,680,814,1010,1383
"NM_031053",253,284,330,368,226,216,246,326,241
"NR_031874",0,0,0,0,0,0,0,0,0
"NM_001135046",2,2,0,0,4,4,6,2,2
"NM_001029910",2380,2662,2614,2954,2143,2219,2229,2117,2284
"NM_001191819",1228,1403,1375,1509,1273,1097,1142,1112,1505
"NM_001108192",844,480,604,684,1025,833,849,717,924
"NM_001108785",110,99,132,117,146,108,149,103,145
"NM_133532",0,0,0,0,4,6,4,0,0
"NM_001191801",0,0,0,2,2,0,0,0,0
"NM_145772",415,414,334,382,437,349,385,321,381
"NM_001109300",92,130,56,75,459,378,330,63,92
"NM_198754",525,1251,1200,781,411,480,381,542,581
"NM_001007802",544,312,177,386,628,648,597,537,346
"NM_001191885",159,97,106,120,160,123,161,150,203
"NM_001170539",2599,2276,2648,3126,2174,2393,2356,2482,2897
"NM_031132",2978,1961,2084,2715,2444,2248,2360,2411,2670
"NM_138833",1001,494,844,835,609,612,582,826,920
"NM_001199225",116,89,117,90,76,76,52,95,108
"NM_001135259",0,2,2,0,2,5,0,2,0
"NM_001025705",504,790,500,576,573,501,483,477,625
"NM_001106865",693,624,651,461,695,755,915,514,818
"NR_031830",1,1,0,0,1,2,0,0,0
"NM_001191617",584,200,601,584,378,528,399,329,290
"NM_001040019",1657,140592,202943,117093,1274,637,1195,2880,1801
"NM_017035",134,67,62,113,201,124,145,74,94
"NM_001126285",2,7,1,4,2,0,0,3,6
"NM_001108193",0,0,0,0,0,0,0,0,0
"NM_198130",782,1345,1142,1204,797,650,669,627,919
"NM_012489",612,240,382,294,53,82,63,96,124
"NM_001033704",9787,5074,8492,9529,4376,4999,4679,8031,9680
"NM_001106866",73,87,62,105,92,93,84,66,69
"NM_001135895",730,896,888,889,741,655,720,730,754
"NM_019385",709,459,554,507,409,442,402,722,696
"NM_001108786",154,525,130,438,784,572,452,155,545
"NM_012720",0,0,0,0,0,0,0,0,2
"NM_001030032",1725,345,500,648,587,511,501,1635,1754
"NM_017138",12853,9687,9756,8463,9113,8945,8651,15518,16342
"NM_001106867",395,527,388,362,485,396,448,403,801
"NM_022949",4336,5064,4633,4041,3560,3205,3394,4881,5908
"NM_053357",3622,4164,3215,3955,4228,3838,3927,3237,3499
"NM_001134565",1401,1338,1664,1727,1260,1215,1188,1460,1341
"NM_001246183",0,0,0,0,0,0,0,0,0
"NM_012829",0,0,0,0,0,0,0,0,0
"NM_001009437",93,72,154,128,50,55,53,78,157
"NM_080902",593,1279,945,887,999,961,1011,526,824
"NM_031241",353,2658,6521,12187,110,2469,876,637,2196
"NM_078621",12,22,24,58,14,22,6,6,17
"NM_001106868",0,0,0,0,0,0,0,0,0
"NM_001108195",0,0,0,0,0,0,0,0,0
"NR_031885",0,0,0,0,0,0,0,0,0
"NM_001170577",173,154,247,190,47,61,76,98,167
"NM_001191802",1121,1292,1343,1396,769,902,939,1160,1688
"NM_181635",19,32,40,52,195,117,208,57,64
"NM_001191886",421,335,539,446,268,249,256,397,333
"NM_001047920",4,0,3,4,0,0,2,0,0
"NM_001008329",152,142,162,164,152,146,180,178,204
"NM_001039014",427,519,496,574,470,418,368,606,467
"NM_001100725",350,395,371,322,173,201,191,388,367
"NM_001106869",12,8,2,6,20,8,8,6,2
"NM_057212",429,15,14,2,30,10,22,645,958
"NM_001112737",730,725,606,628,512,441,586,623,802
"NM_001024266",149,190,248,202,128,93,110,126,152
"NM_172329",10,9,6,6,22,15,14,18,12
"NM_001102587",24,4,8,14,38,9,38,8,18
"NM_001106871",24,2,2,14,63,34,46,10,18
"NM_020542",38,202,18,41,222,176,211,24,8
"NM_053958",2,2,0,0,0,4,2,2,2
"NM_001106872",0,0,0,0,0,3,0,2,2
"NM_053960",131,153,74,77,1214,830,957,67,105
"NM_021866",21,84,10,21,197,85,102,18,12
"NM_021687",2,2,2,0,0,2,0,0,2
"NM_001271134",1520,1720,1594,1721,1568,1392,1599,1606,2018
"NM_001013177",1472,536,419,579,89,135,652,1704,1364
"NM_145095",0,0,0,0,0,0,0,0,0
"NM_001134762",697,555,751,771,608,538,562,647,599
"NM_001108207",68,205,124,125,1003,640,529,86,62
"NM_001106898",0,0,0,0,0,0,0,0,0
"NM_001113335",0,0,0,0,0,0,0,0,0
"NM_031137",1999,2401,2426,2458,1628,1780,1777,1939,2195
"NM_001106763",581,1349,1045,839,624,637,618,616,750
"NM_001191807",442,817,807,530,936,687,845,296,566
"NM_001108220",118,54,93,91,147,119,134,123,171
"NM_001106914",712,635,773,746,544,530,554,689,757
"NM_053456",24,21,27,36,40,34,40,30,10
"NM_031089",0,0,0,0,0,0,2,0,0
"NM_001191808",544,393,428,389,286,261,243,409,406
"NM_001134728",0,0,0,0,0,0,0,0,0
"NM_001191810",2223,1007,1896,1946,2372,2387,2406,1732,2359
"NM_201425",10,0,0,0,0,1,10,9,38
"NM_053449",157,181,146,195,142,116,182,140,222
"NM_175846",51,6,2,0,6,5,10,33,40
"NM_001109363",1016,781,1087,841,712,752,601,827,788
"NM_130407",465,67,49,79,804,629,836,500,227
"NM_001108237",0,0,0,0,10,0,8,0,0
"NM_031064",2852,2349,3112,3042,1839,2216,1958,2400,2603
"NM_001168632",334,224,176,336,480,428,505,296,398
"NM_001106928",170,92,91,144,162,164,130,190,170
"NM_031732",4167,8275,9786,11420,3785,6307,4346,3495,2039
"NM_001106879",2,0,0,0,0,0,4,0,0
"NM_001106880",729,375,958,708,722,745,720,553,644
"NM_001135011",106,78,58,82,390,241,253,68,70
"NM_001136470",234,53,73,92,92,114,50,152,279
"NM_001108788",471,732,866,691,658,494,551,507,584
"NM_001178071",2684,1708,2135,2520,1802,1848,2065,2600,2420
"NM_001108201",209,156,167,283,184,137,180,210,249
"NM_001108204",206,138,142,144,187,144,226,188,209
"NM_001191582",703,308,437,605,669,593,653,545,664
"NM_031684",710,481,850,950,458,578,514,701,612
"NM_181376",19,23,13,14,9,28,18,22,40
"NM_001278484",0,0,0,0,0,0,0,0,0
"NM_001278483",0,0,0,0,0,0,2,0,0
"NM_053603",128,18,33,32,197,194,180,40,76
"NM_001106893",5446,1775,2388,4048,3309,3673,3691,5288,4613
"NM_139110",1781,888,1069,1065,1036,1148,1069,1229,2029
"NM_175578",2416,404,526,246,378,497,330,2677,2467
"NM_181772",0,0,0,0,0,0,0,0,0
"NM_001145062",0,0,0,0,0,0,0,0,0
"NM_001011710",0,0,0,0,0,0,0,0,2
"NM_001106895",0,0,0,0,0,0,0,0,0
"NM_031509",30123,10685,9245,16397,16247,19848,22324,31145,25643
"NM_001134643",0,0,2,0,7,6,4,0,0
"NM_052829",0,0,0,3,0,0,0,0,0
"NM_001100842",2,0,0,0,0,2,0,0,0
"NM_139189",1517,1366,1403,1369,1118,1401,1149,1239,1694
"NM_001108791",1378,1574,1939,1377,1177,1332,1324,1325,1607
"NM_031579",364,1656,1207,660,1392,1656,1300,659,855
"NM_133318",0,0,0,0,0,0,0,0,0
"NM_001024762",101,75,89,71,134,114,159,95,103
"NM_001108792",0,2,2,2,11,18,8,0,2
"NM_001108210",1133,575,510,584,1238,854,1056,778,933
"NM_133596",4190,1555,1282,2135,3266,3589,3618,3990,3657
"NM_001160155",0,0,0,0,0,0,0,0,0
"NM_001012225",0,0,0,0,0,0,0,0,0
"NM_031002",806,547,744,718,1002,950,816,724,828
"NM_001191887",32,12,6,25,75,21,47,18,24
"NM_001009714",118,304,128,186,260,284,221,113,136
"NM_001110141",150,148,162,240,143,181,108,187,205
"NM_001108214",918,266,53,477,181,243,181,659,511
"NM_001025709",615,722,532,561,461,397,495,561,854
"NM_001191067",717,606,515,674,1022,929,986,584,699
"NM_080397",0,0,0,2,8,0,10,2,4
"NM_013123",694,1175,588,1203,2928,2981,2138,571,908
"NM_001106904",1651,1255,604,1053,1696,1290,1555,1890,1832
"NM_001127689",2,2,0,6,43,25,18,4,5
"NM_001109305",0,0,0,0,2,0,0,0,0
"NR_131082",0,0,0,0,0,0,0,0,0
"NM_031677",47,24,29,40,289,121,206,32,29
"NM_001108216",93,83,56,91,239,161,141,68,83
"NM_001100549",960,876,1157,1132,603,697,607,907,987
"NM_001013171",68,14,28,35,103,61,56,42,75
"NM_032085",7291,6728,4034,13554,25353,13236,15903,5773,4965
"NM_053488",386,404,275,669,2993,1688,2062,360,247
"NM_001013112",1115,2800,3450,2570,648,751,707,1062,950
"NM_001009535",68,88,116,142,105,108,84,80,112
"NM_012569",67,45,46,66,202,124,132,50,73
"NM_001012226",13,16,6,9,46,56,59,8,15
"NM_053986",2606,2683,1446,2466,3720,3628,3520,1875,3725
"NM_001109968",164,159,86,111,415,252,314,125,169
"NM_001108795",0,4,4,6,14,2,6,2,0
"NM_001108239",334,636,761,549,312,351,439,432,537
"NM_001108218",116,65,86,59,63,84,109,77,113
"NM_001113370",0,0,2,0,0,0,0,4,0
"NM_001009671",601,1134,736,963,4511,6067,2977,634,952
"NM_001109306",22,18,8,24,22,12,28,14,30
"NM_022277",166,180,169,216,268,235,258,131,199
"NM_019363",33098,3172,10198,13005,10502,8176,7918,11452,6785
"NM_133560",2119,4376,1569,1346,2557,2202,2103,2425,3407
"NM_001008523",4,0,0,12,8,2,2,2,1
"NM_001008522",210,49,88,108,11,33,25,270,232
"NM_001012003",267,361,320,374,330,266,332,351,425
"NM_001013413",1167,1535,1798,2133,968,1112,1149,1253,1345
"NM_001271185",218,277,205,152,216,135,229,226,353
"NM_001108798",1373,2105,1158,1523,1794,1799,1689,1552,1378
"NM_001191809",99,87,76,85,60,72,74,74,118
"NM_001029899",379,233,230,293,317,368,295,239,479
"NM_001108221",4,12,14,20,12,10,0,4,8
"NM_173289",0,0,0,0,0,0,0,0,0
"NM_031017",10,9,4,8,1,1,6,9,8
"NM_017072",69127,68153,43382,91744,55807,78501,65491,44969,80779
"NM_001106916",2,4,13,4,0,4,2,0,0
"NM_001109308",0,0,0,0,0,0,0,0,0
"NM_022622",2,14,8,29,90,62,142,10,16
"NM_001108222",279,258,333,362,239,272,259,286,228
"NM_133299",8754,8427,8753,9462,5326,7034,5879,8408,8453
"NM_177419",478,683,573,633,458,466,484,503,395
"NM_001134751",101,94,81,127,63,75,66,95,70
"NM_001014217",47,68,79,54,121,99,78,45,40
"NM_178847",6903,11344,9233,10782,4912,6389,6472,6602,8345
"NM_001134750",0,0,0,0,0,0,0,0,0
"NM_001108225",836,1199,1263,874,894,560,709,1052,1633
"NM_001162411",10,100,44,28,42,10,18,24,30
"NM_001191811",4,4,4,6,7,6,9,2,2
"NM_001004252",945,1160,1065,848,715,752,681,944,971
"NM_001008331",401,243,374,309,281,250,308,324,371
"NM_001039015",0,0,0,0,0,0,0,0,0
"NM_001127492",6,0,0,4,10,4,8,10,10
"NM_001271284",101,64,95,68,46,39,46,58,76
"NM_001276401",7,9,6,6,0,7,5,2,12
"NM_001135596",741,976,734,767,1288,947,1145,748,910
"NM_001135759",103,24,47,46,26,21,21,49,155
"NM_001031659",4659,3957,3729,5186,4095,4388,4484,3849,4799
"NM_001034137",362,477,330,354,817,721,711,396,364
"NM_001108804",1,0,2,1,0,2,1,0,0
"NM_001106924",1633,2235,1669,1735,2540,2060,2397,1721,1963
"NM_001172159",0,0,0,0,0,0,0,0,0
"NM_001109007",0,0,0,0,0,0,0,0,0
"NM_001108806",97,65,118,134,128,110,153,86,88
"NM_001109310",32,12,16,36,40,22,26,12,20
"NM_001134885",1256,953,1286,953,821,794,986,1166,1722
"NM_019311",243,186,128,193,919,779,823,177,183
"NM_013023",2,0,0,0,0,2,0,0,0
"NM_022693",269,1336,999,701,572,526,426,290,348
"NM_001108230",333,277,350,303,382,435,403,283,313
"NM_031645",76,88,69,70,275,146,216,72,75
"NM_001014269",782,1986,1420,1136,1680,1642,1715,737,1158
"NM_001191812",3,8,0,2,12,2,10,2,0
"NM_001167842",182,111,133,229,126,141,125,154,201
"NM_001177817",3,8,5,2,2,3,5,5,2
"NM_001108233",935,1040,640,899,1070,996,1123,1077,1308
"NM_001025711",518,385,484,434,440,394,324,426,571
"NM_001004071",0,0,0,0,3,5,6,6,4
"NM_133412",0,0,0,0,0,0,0,0,0
"NM_001002024",0,0,0,0,2,0,0,0,0
"NM_013000",1329,851,905,1171,1463,1345,1482,1151,1217
"NM_001014270",0,0,0,0,0,0,0,0,0
"NM_001025775",423,284,254,545,275,382,366,313,451
"NM_053903",135,259,321,233,228,238,185,151,257
"NM_001108235",659,576,521,863,584,577,545,516,626
"NM_138896",69,25,32,48,18,23,54,34,47
"NM_012979",6631,4663,5761,5460,5451,5554,6041,5532,7285
"NM_001277278",0,0,0,0,0,0,0,0,0
"NM_145094",239,182,102,204,680,445,610,134,219
"NM_001108811",149,113,86,132,168,121,150,150,172
"NM_080907",1039,832,750,815,981,917,1009,780,1013
"NM_001270390",4,0,4,4,0,4,0,0,4
"NM_013017",62,46,42,32,55,51,30,49,77
"NM_001191815",25,18,14,36,26,43,71,15,21
"NM_053927",30,32,50,26,136,115,132,28,38
"NM_022946",0,0,0,0,0,0,0,0,0
"NM_001304287",0,0,0,0,0,0,0,0,0
"NM_001191814",64,56,65,91,31,45,50,68,62
"NM_001191584",126,35,136,76,42,36,67,111,238
"NM_053521",0,0,0,0,0,0,0,0,0
"NM_001025662",0,0,0,0,0,0,0,0,0
"NM_133547",392,103,324,272,67,44,107,471,596
"NM_022692",131,176,158,162,166,161,139,130,154
"NM_001134567",78,123,118,120,82,128,103,117,146
"NM_001012129",48,20,20,39,67,69,57,48,62
"NM_001109414",0,0,0,0,0,0,0,0,0
"NM_001106881",1008,530,854,1008,601,618,782,954,904
"NM_001039699",0,0,0,0,0,0,0,0,0
"NM_001106883",15,0,16,13,14,6,13,10,10
"NM_012865",127,154,144,136,180,103,126,85,170
"NM_001134596",222,231,282,267,202,196,206,263,214
"NM_001106884",0,0,0,11,132,73,105,4,0
"NM_001192001",6,0,8,10,24,18,28,4,8
"NM_001106885",5,81,10,18,153,121,106,8,4
"NM_001191581",8,30,12,19,55,21,35,2,4
"NM_001106886",0,0,0,0,0,0,0,0,0
"NM_001109301",16,14,16,6,21,8,22,12,32
"NM_001017382",91,71,100,107,78,68,79,80,54
"NM_133284",0,0,0,0,0,1,0,0,1
"NM_001025707",178,214,212,196,304,256,251,161,168
"NM_001277367",0,0,0,0,0,0,0,0,0
"NM_001013178",0,0,0,0,2,0,0,0,0
"NM_001108197",305,429,297,303,401,344,366,354,404
"NM_001108199",38,14,14,19,71,35,64,37,40
"NM_001108198",0,0,0,0,2,0,2,2,1
"NM_001106887",0,0,0,0,0,0,0,0,0
"NM_001008859",164,196,297,199,117,123,131,284,315
"NM_013021",0,0,0,0,0,0,0,0,0
"NM_001108200",249,324,299,323,202,182,212,237,317
"NM_001106888",310,453,348,358,240,197,315,270,332
"NM_001109302",785,748,510,622,849,709,599,823,1756
"NM_001106889",11,6,2,24,84,28,46,6,8
"NM_133525",312,277,344,290,107,139,149,267,272
"NM_001271230",5,0,0,2,6,8,4,4,4
"NM_001109303",2,0,0,1,0,0,1,0,2
"NM_053537",1935,2833,4213,3483,2636,2859,2393,1611,1717
"NM_001044286",1446,1317,1521,1349,1203,1176,1212,1233,1176
"NM_001034136",740,576,776,728,424,445,471,613,654
"NM_057125",1971,1589,2668,2473,1120,1310,1259,1683,1508
"NM_001009601",1290,533,1008,1300,761,673,747,1028,1166
"NM_001012203",1728,911,968,1019,1071,1083,982,1420,1485
"NM_017084",2597,3547,4784,4791,1944,3325,2044,1835,4808
"NM_001134710",648,485,611,626,1056,860,918,767,724
"NM_001108202",0,2,0,0,2,0,0,0,0
"NM_001024360",1,7,1,3,6,3,8,2,2
"NM_001108789",768,926,1009,794,593,553,674,836,1130
"NM_001108203",399,501,334,379,494,440,475,372,423
"NM_001008330",521,667,674,536,503,502,391,491,651
"NM_001007801",1870,1330,1299,1496,1553,1377,1350,1654,1902
"NM_001013225",614,1069,792,631,760,604,656,616,589
"NM_001108205",3,68,68,53,38,27,22,14,16
"NM_198756",726,657,620,703,520,535,533,747,851
"NM_001009699",336,423,278,313,219,237,209,313,399
"NM_001110336",0,0,0,0,0,0,0,0,0
"NM_031836",0,0,0,0,0,0,0,0,0
"NR_105011",18,11,9,18,9,8,12,13,14
"NM_001287108",0,0,0,0,0,0,0,0,0
"NM_001287107",0,0,0,0,0,0,0,0,0
"NM_001317043",0,0,0,0,0,0,0,0,0
"NM_001110335",0,0,0,0,0,0,0,0,0
"NM_001110333",0,0,0,0,0,0,0,0,0
"NM_001110334",0,0,0,0,0,0,0,0,0
"NM_001287114",0,0,0,0,0,0,0,0,0
"NM_001287113",0,0,0,0,0,0,0,0,0
"NM_001287112",0,0,0,0,0,0,0,0,0
"NM_001287111",0,0,0,0,0,0,0,0,0
"NM_001287110",0,0,0,0,0,0,0,0,0
"NM_001106890",5,0,2,9,0,1,3,3,2
"NM_001271131",16,5,6,9,0,4,2,4,3
"NM_001002806",0,2,13,8,0,2,2,0,0
"NM_001106891",377,266,387,410,296,259,242,319,269
"NM_001108206",0,0,0,0,0,0,1,0,0
"NM_199111",78,211,51,114,230,172,161,51,50
"NM_001037215",595,378,462,500,463,436,492,542,524
"NM_001191804",0,2,2,4,4,2,0,2,0
"NM_001004082",21636,43985,30164,24226,18661,17016,17321,25475,26423
"NM_053527",1183,894,910,1280,1180,1099,1054,1135,1330
"NM_001109479",0,0,0,0,0,2,0,0,0
"NM_001012744",616,788,697,581,565,918,449,270,610
"NM_001106892",428,711,529,457,848,763,628,315,577
"NM_001191583",0,0,2,0,0,0,0,0,2
"NM_053500",70,46,183,47,42,23,36,65,99
"NM_001009353",25,177,24,53,1021,794,924,24,32
"NM_013143",0,0,0,16,2,0,0,0,0
"NM_181475",1206,1459,690,1010,1358,1425,1342,993,1224
"NM_001014215",2,4,0,4,14,12,32,6,2
"NM_023022",0,0,0,0,0,0,2,0,0
"NM_001109502",0,0,0,0,0,0,0,0,0
"NM_022859",0,0,0,0,0,0,0,0,0
"NM_001012130",0,0,0,0,0,0,0,0,0
"NM_001039393",0,0,0,0,0,0,0,0,0
"NM_001037530",0,0,0,0,0,0,0,0,0
"NM_001037534",0,1,4,1,0,0,0,0,0
"NM_001037527",0,0,0,0,0,0,0,0,0
"NR_002707",0,0,0,0,0,0,0,0,0
"NM_001106896",0,0,2,0,0,0,0,0,0
"NM_001015011",0,0,0,0,0,0,0,0,0
"NR_031921",0,2,0,0,0,0,0,0,0
"NM_001106897",0,0,0,0,0,0,0,0,0
"NR_032117",0,0,0,0,0,0,0,0,0
"NM_001191805",82,96,36,75,632,429,609,67,60
"NM_001122947",7,4,4,10,24,16,28,6,16
"NM_001014099",46,24,7,24,169,141,177,51,45
"NM_001108790",8,0,8,10,32,36,34,9,4
"NM_001287025",0,0,0,0,0,0,0,0,0
"NM_001159739",0,0,0,0,0,0,0,0,0
"NM_001009920",7,1,1,0,1,0,0,8,14
"NM_001024361",676,198,212,320,276,329,338,450,621
"NM_001013956",0,0,0,0,0,0,0,0,0
"NR_031843",0,0,0,0,0,0,0,0,0
"NR_031844",0,2,0,0,0,0,0,1,0
"NM_001025708",116,80,93,73,269,156,207,106,123
"NM_001134597",375,353,447,340,305,296,355,330,588
"NM_181383",8,0,2,29,0,4,0,8,14
"NM_001128195",162,107,133,91,104,103,87,198,157
"NM_001109005",125,294,115,209,156,157,162,143,177
"NM_001033705",278,325,329,475,380,338,304,320,420
"NM_001108793",160,247,261,176,220,190,206,203,214
"NM_001013111",11,13,10,32,104,72,76,20,24
"NM_001109304",0,0,2,0,0,2,0,0,0
"NM_001009700",1597,1821,1836,1360,1029,1021,1046,1546,1656
"NM_001013226",24,0,2,0,13,10,13,9,14
"NM_001108209",0,0,0,0,0,0,0,0,0
"NM_001106899",2164,2098,2314,2733,2485,2324,2483,1732,2089
"NM_001034934",30,489,34,73,623,458,272,51,260
"NM_001014100",68,731,86,150,718,566,414,59,106
"NM_001034835",1145,1614,1175,1204,1373,1157,1162,982,1162
"NM_001106900",107,197,97,148,67,66,74,110,93
"NM_001108211",12,12,19,20,26,14,12,14,10
"NM_001271050",369,617,347,513,475,353,413,289,319
"NM_001106901",868,678,933,865,658,544,611,816,779
"NM_001106902",136,68,49,122,215,164,212,98,109
"NM_001135014",64,43,64,46,57,59,49,66,70
"NM_001039028",3273,1982,1624,1779,2008,1833,1816,2890,3528
"NM_001122658",0,0,0,0,2,0,0,0,0
"NM_053586",2261,3353,4340,3910,2163,2219,2114,1838,2511
"NM_001012002",19,12,10,18,127,54,71,18,10
"NM_053495",0,0,0,0,0,0,0,0,0
"NM_138919",604,470,641,631,487,444,445,630,644
"NM_001195488",3467,3105,4153,3393,2710,2529,2574,2952,3333
"NM_001030022",11,6,26,23,14,16,11,13,17
"NM_001108212",71,64,115,93,29,26,45,59,57
"NM_001098838",0,0,0,0,0,0,0,0,0
"NM_001106903",612,1226,1623,1303,345,407,337,533,638
"NM_172032",770,866,863,866,763,638,692,709,847
"NM_001108213",512,752,596,556,723,699,810,586,726
"NM_001012233",0,0,0,0,0,0,0,0,0
"NM_022506",465,574,602,553,583,551,553,923,1023
"NM_001108794",384,346,330,387,322,348,332,364,527
"NM_053953",4,54,4,8,36,14,26,2,6
"NM_133575",6,4,4,6,22,10,14,8,2
"NM_013037",2,4,0,4,12,4,11,0,2
"NM_001106905",11,0,6,6,42,22,28,11,18
"NM_173098",0,0,0,0,0,0,0,0,0
"NM_012653",0,0,0,0,0,0,0,0,0
"NM_001108215",346,170,236,283,269,244,226,309,290
"NR_132639",0,0,0,0,0,0,0,0,0
"NM_138837",0,18,68,4,0,2,2,0,2
"NM_001008517",529,620,597,601,522,555,654,634,802
"NM_001106907",975,1069,929,945,944,906,1080,933,1191
"NM_001106906",0,0,0,0,0,0,0,0,0
"NM_001271051",20,2,0,4,14,12,6,0,26
"NM_001106908",0,1,4,2,4,0,1,2,1
"NM_001106909",167,170,175,151,167,137,158,223,275
"NM_001277228",237,329,295,309,289,284,301,277,315
"NM_001305447",610,481,645,674,389,407,435,462,621
"NM_001047889",439,506,457,397,400,331,343,487,581
"NM_133315",15207,4239,2861,5106,6243,5265,6450,13810,14337
"NM_001024787",142,160,210,205,96,129,95,139,128
"NM_001134704",28,36,44,43,50,48,55,35,35
"NM_019151",0,0,0,4,2,0,0,0,0
"NM_001012131",119,275,459,226,312,309,275,161,174
"NM_001134642",75,93,59,50,116,81,68,40,65
"NM_001106911",2271,1897,2179,2109,956,1140,1237,1968,2653
"NM_022856",1499,1807,1131,1496,1693,1578,1564,1357,1467
"NM_001034164",46,83,33,51,362,414,232,34,42
"NM_032612",678,1207,602,862,3022,2818,2168,616,550
"NM_001014216",232,241,76,372,522,524,478,130,390
"NM_001007712",516,205,201,305,276,279,237,325,554
"NM_001108796",160,397,214,217,258,211,254,156,132
"NM_133392",253,306,341,241,520,492,381,287,552
"NM_001191806",4,14,21,13,8,6,9,10,6
"NM_201990",67,84,67,81,126,120,108,54,82
"NM_053426",4858,4775,4372,4778,5089,5299,5237,4409,6151
"NM_133528",518,476,577,535,586,676,524,475,826
"NM_022229",5852,17935,15474,13345,5442,5901,5783,6546,7706
"NM_012966",2921,6618,4918,3986,1875,2056,2069,2549,3076
"NM_001012132",0,0,0,0,0,0,0,0,0
"NM_001108219",804,1098,702,908,854,896,941,800,908
"NM_001170473",0,1,0,0,0,0,0,0,0
"NR_033170",0,0,0,0,0,0,0,0,0
"NM_001004251",779,923,947,855,497,563,522,678,664
"NM_001014102",32,35,36,50,118,60,69,32,38
"NM_001271191",2,8,1,8,53,25,61,7,3
"NM_001008527",1233,513,437,1439,52,357,295,1251,1070
"NM_001024763",277,483,486,338,225,197,189,365,344
"NM_175707",145,226,155,190,104,139,156,152,177
"NM_001106913",1702,2320,2505,2777,1760,1405,1624,1776,2364
"NM_198789",3340,3672,3358,2877,2195,2141,2331,3611,3950
"NM_001025710",267,332,334,337,166,274,194,225,452
"NM_001106912",433,816,1171,923,426,510,370,418,498
"NM_057138",13,46,22,37,26,53,39,20,17
"NM_001033864",1289,943,1227,1296,1605,1420,1345,1167,1595
"NM_001014101",76,13,26,93,9,17,18,55,54
"NM_001109307",2755,2576,3021,2638,1663,1674,1571,2648,2643
"NM_001024363",0,0,0,0,0,0,0,0,0
"NM_021265",2,5,7,5,12,6,12,1,2
"NM_021754",1004,1939,1255,864,1055,1147,1111,1214,1870
"NM_001009672",1339,1306,1263,1220,1099,1135,1047,1406,1390
